PublicationYear,PublicationDate,Journal,Title,Authors,DOI,LandingPageUrl,OpenAlexWorkId
2018,2018-03-01,JETA,Making Government Data Valuable for Constituents: The Case for the Advanced Data Analytics Capabilities of the ENHANCE Framework,Stephen Kozlowski; Hussein Issa; Deniz Appelbaum,https://doi.org/10.2308/jeta-52096,https://doi.org/10.2308/jeta-52096,https://openalex.org/W2793488412
2018,2018-03-01,JETA,Predicting Public Procurement Irregularity: An Application of Neural Networks,Ting Sun; Leonardo J. Sales,https://doi.org/10.2308/jeta-52086,https://doi.org/10.2308/jeta-52086,https://openalex.org/W2790666987
2018,2018-01-12,IJAIS,Understanding usage and value of audit analytics for internal auditors: An organizational approach,He Li; Jun Dai; Tatiana Gershberg; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2017.12.005,https://doi.org/10.1016/j.accinf.2017.12.005,https://openalex.org/W2187306266
2017,2017-11-01,JETA,The Incremental Informativeness of the Sentiment of Conference Calls for Internal Control Material Weaknesses,Ting Sun,https://doi.org/10.2308/jeta-51969,https://doi.org/10.2308/jeta-51969,https://openalex.org/W2767485343
2017,2017-09-01,JETA,Annual Editor Report,Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-10615,https://doi.org/10.2308/jeta-10615,https://openalex.org/W2804980793
2017,2017-09-01,JIS,Annual Editor Report,Alexander Kogan; Patrick Wheeler,https://doi.org/10.2308/iace-10617,https://doi.org/10.2308/iace-10617,https://openalex.org/W2805405782
2017,2017-09-01,JETA,Toward a New Business Reporting Model,Li Zhang; Duo Pei; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-10570,https://doi.org/10.2308/jeta-10570,https://openalex.org/W2788944635
2017,2017-08-01,JIS,Are XBRL Files Being Accessed? Evidence from the SEC EDGAR Log File Dataset,Cong Yu; Hui Du; Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-51885,https://doi.org/10.2308/isys-51885,https://openalex.org/W2753774276
2017,2017-06-16,IJDAR,A hybrid method for taxonomy creation,,https://doi.org/10.4192/1577-8517-v17_2,https://doi.org/10.4192/1577-8517-v17_2,https://openalex.org/W2625903533
2017,2017-06-01,JIS,Toward Blockchain-Based Accounting and Assurance,Jun Dai; Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-51804,https://doi.org/10.2308/isys-51804,https://openalex.org/W2622621570
2017,2017-04-07,IJAIS,Impact of business analytics and enterprise systems on managerial accounting,Deniz Appelbaum; Alexander Kogan; Miklos A. Vasarhelyi; Zhaokai Yan,https://doi.org/10.1016/j.accinf.2017.03.003,https://doi.org/10.1016/j.accinf.2017.03.003,https://openalex.org/W2604418039
2017,2017-03-01,JETA,Cybersecurity and Continuous Assurance,Won Gyun No; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-10539,https://doi.org/10.2308/jeta-10539,https://openalex.org/W2731650209
2017,2017-02-01,JETA,Using Drones in Internal and External Audits: An Exploratory Framework,Deniz Appelbaum; Robert A. Nehmer,https://doi.org/10.2308/jeta-51704,https://doi.org/10.2308/jeta-51704,https://openalex.org/W2588383444
2016,2016-09-01,JETA,Designing Audit Apps for Armchair Auditors to Analyze Government Procurement Contracts,Jun Dai; Qiao Li,https://doi.org/10.2308/jeta-51598,https://doi.org/10.2308/jeta-51598,https://openalex.org/W2521992742
2016,2016-09-01,JETA,Journal of Emerging Technologies in Accounting,Miklos A. Vasarhelyi,https://doi.org/10.2308/1558-7940-13.2.247,https://doi.org/10.2308/1558-7940-13.2.247,https://openalex.org/W4232369345
2016,2016-09-01,JETA,Research Ideas for Artificial Intelligence in Auditing: The Formalization of Audit and Workforce Supplementation,Hussein Issa; Ting Sun; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-10511,https://doi.org/10.2308/jeta-10511,https://openalex.org/W2591793331
2016,2016-08-05,IJAIS,Incorporating big data in audits: Identifying inhibitors and a research agenda to address those inhibitors,Michael Alles; Glen L. Gray,https://doi.org/10.1016/j.accinf.2016.07.004,https://doi.org/10.1016/j.accinf.2016.07.004,https://openalex.org/W2480689891
2016,2016-07-01,JETA,Imagineering Audit 4.0,Jun Dai; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-10494,https://doi.org/10.2308/jeta-10494,https://openalex.org/W2504369453
2016,2016-06-01,JIS,Perspectives on Past and Future AIS Research as the <i>Journal of Information Systems</i> Turns Thirty,Kevin Moffitt; Vernon J. Richardson; Neal M. Snow; Martin Weisner; David A. Wood,https://doi.org/10.2308/isys-51495,https://doi.org/10.2308/isys-51495,https://openalex.org/W3123988104
2016,2016-04-01,JETA,Data Analytics: Introduction to Using Analytics in Auditing,David Chan; Alexander Kogan,https://doi.org/10.2308/jeta-51463,https://doi.org/10.2308/jeta-51463,https://openalex.org/W2320156378
2016,2016-04-01,JETA,Securing Big Data Provenance for Auditors: The Big Data Provenance Black Box as Reliable Evidence,Deniz Appelbaum,https://doi.org/10.2308/jeta-51473,https://doi.org/10.2308/jeta-51473,https://openalex.org/W2341215311
2016,2016-03-01,JETA,Computer-Assisted Functions for Auditing XBRL-Related Documents,J. Efrim Boritz; Won Gyun No,https://doi.org/10.2308/jeta-51436,https://doi.org/10.2308/jeta-51436,https://openalex.org/W226757706
2016,2016-03-01,JETA,Text Mining to Uncover the Intensity of SEC Comment Letters and Its Association with the Probability of 10-K Restatement,Yue Liu; Kevin Moffitt,https://doi.org/10.2308/jeta-51438,https://doi.org/10.2308/jeta-51438,https://openalex.org/W2298315580
2016,2016-01-01,JIS,XBRL Implementation and Post-Earnings-Announcement Drift: The Impact of State Ownership in China,Songsheng Chen; Jun Guo; Xiaoxiao Tong,https://doi.org/10.2308/isys-51374,https://doi.org/10.2308/isys-51374,https://openalex.org/W2231606302
2015,2015-12-01,JETA,Big Data and Audit Evidence,Helen L. Brown‐Liburd; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-10468,https://doi.org/10.2308/jeta-10468,https://openalex.org/W2223222934
2015,2015-12-01,JETA,Journal of Emerging Technologies in Accounting,Miklos A. Vasarhelyi,https://doi.org/10.2308/1558-7940.12.1.201,https://doi.org/10.2308/1558-7940.12.1.201,https://openalex.org/W4230326607
2015,2015-11-28,IJAIS,Leveraging integrated information systems to enhance strategic flexibility and performance: The enabling role of enterprise risk management,Vicky Arnold; Tanya Benford; Joseph Canada; Steve G. Sutton,https://doi.org/10.1016/j.accinf.2015.10.001,https://doi.org/10.1016/j.accinf.2015.10.001,https://openalex.org/W2185156806
2015,2015-07-01,JIS,Exception Prioritization in the Continuous Auditing Environment: A Framework and Experimental Evaluation,Pei Li; David Chan; Alexander Kogan,https://doi.org/10.2308/isys-51220,https://doi.org/10.2308/isys-51220,https://openalex.org/W1940206590
2014,2014-12-01,JIS,"AIS as a Facilitator of Accounting Change: Technology, Practice, and Education",John Peter Krahel; Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-10412,https://doi.org/10.2308/isys-10412,https://openalex.org/W2117394950
2014,2014-12-01,JETA,Continuous Controls Monitoring: A Case Study,Danielle R. Lombardi; Miklos A. Vasarhelyi; John P. S. Verver,https://doi.org/10.2308/jeta-51006,https://doi.org/10.2308/jeta-51006,https://openalex.org/W2137084912
2014,2014-12-01,JETA,Does a Live Instructor Matter?,Victoria Chiu; Tatiana Gershberg; Alexander J. Sannella; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-51058,https://doi.org/10.2308/jeta-51058,https://openalex.org/W2119139312
2014,2014-12-01,JETA,Journal of Emerging Technologies in Accounting,Alex Kogan,https://doi.org/10.2308/1558-7940-11.1.105,https://doi.org/10.2308/1558-7940-11.1.105,https://openalex.org/W4237334810
2014,2014-09-01,JIS,Using XBRL to Conduct a Large-Scale Study of Discrepancies between the Accounting Numbers in Compustat and SEC 10-K Filings,Roman Chychyla; Alexander Kogan,https://doi.org/10.2308/isys-50922,https://doi.org/10.2308/isys-50922,https://openalex.org/W3124219329
2014,2014-07-04,IJAIS,The expert systems life cycle in AIS research: What does it mean for future AIS research?,Glen L. Gray; Victoria Chiu; Qi Liu; Pei Li,https://doi.org/10.1016/j.accinf.2014.06.001,https://doi.org/10.1016/j.accinf.2014.06.001,https://openalex.org/W2013867088
2014,2014-06-01,JIS,"Big Questions in AIS Research: Measurement, Information Processing, Data Analysis, and Reporting",Qi Liu; Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-10395,https://doi.org/10.2308/isys-10395,https://openalex.org/W2037306679
2014,2014-05-01,JIS,A Predictive Ordered Logistic Regression Model as a Tool for Quality Review of Control Risk Assessments,Hussein Issa; Alexander Kogan,https://doi.org/10.2308/isys-50808,https://doi.org/10.2308/isys-50808,https://openalex.org/W2146482845
2014,2014-02-02,IJAIS,Automatic classification of accounting literature,Vasundhara Chakraborty; Victoria Chiu; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2014.01.001,https://doi.org/10.1016/j.accinf.2014.01.001,https://openalex.org/W2041768699
2014,2014-01-01,JIS,Development of an Anomaly Detection Model for a Bank's Transitory Account System,Yong‐Bum Kim; Alexander Kogan,https://doi.org/10.2308/isys-50699,https://doi.org/10.2308/isys-50699,https://openalex.org/W2004100982
2013,2013-12-01,JIS,A Survey of Privacy-Aware Supply Chain Collaboration: From Theory to Applications,Yuan Hong; Jaideep Vaidya; Shengbin Wang,https://doi.org/10.2308/isys-50692,https://doi.org/10.2308/isys-50692,https://openalex.org/W2025370847
2013,2013-12-01,JIS,AIS in an Age of Big Data,Kevin Moffitt; Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-10372,https://doi.org/10.2308/isys-10372,https://openalex.org/W2116704115
2013,2013-12-01,JIS,Internal Auditors' Experiences and Opinions Regarding Green IT: Assessing the Gap in Normative and Positive Perspectives,Glen L. Gray; Won Gyun No; D. W. Miller,https://doi.org/10.2308/isys-50694,https://doi.org/10.2308/isys-50694,https://openalex.org/W2085743024
2013,2013-12-01,JETA,The Impact of Enterprise Resource Planning (ERP) Systems on the Audit Report Lag,Jongkyum Kim; Andreas I. Nicolaou; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-50712,https://doi.org/10.2308/jeta-50712,https://openalex.org/W2154639311
2013,2013-07-01,JIS,A Theoretical Justification for Using Embodied Conversational Agents (ECAs) to Augment Accounting-Related Interviews,Matthew D. Pickard; Mary B. Burns; Kevin Moffitt,https://doi.org/10.2308/isys-50561,https://doi.org/10.2308/isys-50561,https://openalex.org/W2133000606
2013,2013-06-01,JIS,"Formalization of Standards, Automation, Robots, and IT Governance",Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-10347,https://doi.org/10.2308/isys-10347,https://openalex.org/W2118032163
2013,2013-01-01,IJDAR,The Predictive Audit Framework,,https://doi.org/10.4192/1577-8517-v13_2,https://doi.org/10.4192/1577-8517-v13_2,https://openalex.org/W2100368889
2013,2013-01-01,JIS,XBRL Mandate: Thousands of Filing Errors and So What?,Hui Du; Miklos A. Vasarhelyi; Xiaochuan Zheng,https://doi.org/10.2308/isys-50399,https://doi.org/10.2308/isys-50399,https://openalex.org/W2092839836
2012,2012-12-01,JETA,A Measurement Theory Perspective on Business Measurement,Silvia Romero; Graham Gal; Theodore J. Mock; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-50396,https://doi.org/10.2308/jeta-50396,https://openalex.org/W2005032433
2012,2012-12-01,JETA,A Model to Detect Potentially Fraudulent/Abnormal Wires of an Insurance Company: An Unsupervised Rule-Based Approach,Yong‐Bum Kim; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta-50411,https://doi.org/10.2308/jeta-50411,https://openalex.org/W2054021643
2012,2012-11-01,JIS,Financial Accounting Standards Should Not Matter: It's Just a Layer,Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-10316,https://doi.org/10.2308/isys-10316,https://openalex.org/W2022889884
2012,2012-07-19,IJAIS,The case for process mining in auditing: Sources of value added and areas of application,Mieke Jans; Michael Alles; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2012.06.015,https://doi.org/10.1016/j.accinf.2012.06.015,https://openalex.org/W2160235283
2012,2012-07-11,IJAIS,The acceptance and adoption of continuous auditing by internal auditors: A micro analysis,Miklos A. Vasarhelyi; Michael Alles; Siripan Kuenkaikaew; James Littley,https://doi.org/10.1016/j.accinf.2012.06.011,https://doi.org/10.1016/j.accinf.2012.06.011,https://openalex.org/W2038798003
2012,2012-07-01,JIS,The Updated COSO Internal Control—Integrated Framework: Recommendations and Opportunities for Future Research,Diane J. Janvrin; Elizabeth A. Payne; Paul Byrnes; Gary P. Schneider; Mary B. Curtis,https://doi.org/10.2308/isys-50255,https://doi.org/10.2308/isys-50255,https://openalex.org/W2055594973
2012,2012-04-16,IJAIS,The evolution and future of XBRL research,Michael Alles; Roger Debreceny,https://doi.org/10.1016/j.accinf.2012.03.006,https://doi.org/10.1016/j.accinf.2012.03.006,https://openalex.org/W2083880512
2012,2012-03-01,JIS,AIS in a More Rapidly Evolving Era,Miklos A. Vasarhelyi,https://doi.org/10.2308/isys-10280,https://doi.org/10.2308/isys-10280,https://openalex.org/W2024524606
2012,2012-03-01,JIS,Consequences of XBRL Standardization on Financial Statement Data,Miklos A. Vasarhelyi; David Chan; John Peter Krahel,https://doi.org/10.2308/isys-10258,https://doi.org/10.2308/isys-10258,https://openalex.org/W1972195228
2012,2012-03-01,JIS,Special Issue of <i>JIS</i> on XBRL,Rajendra P. Srivastava; Qi Liu,https://doi.org/10.2308/isys-10255,https://doi.org/10.2308/isys-10255,https://openalex.org/W2015593896
2012,2012-03-01,JIS,The AICPA Assurance Services Executive Committee Emerging Assurance Technologies Task Force: The Audit Data Standards (ADS) Initiative,Li Zhang; Amy Pawlicki; Dorothy McQuilken; William R. Titera,https://doi.org/10.2308/isys-10277,https://doi.org/10.2308/isys-10277,https://openalex.org/W2133604390
2012,2012-02-01,JIS,A Relative Cost Framework of Demand for External Assurance of XBRL Filings,Michael Alles; Glen L. Gray,https://doi.org/10.2308/isys-10248,https://doi.org/10.2308/isys-10248,https://openalex.org/W2144686572
2011,2011-07-27,IJAIS,Collaborative design research: Lessons from continuous auditing,Michael Alles; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2011.06.004,https://doi.org/10.1016/j.accinf.2011.06.004,https://openalex.org/W2088879353
2011,2011-02-01,IJAIS,Innovation and practice of continuous auditing,David Chan; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2011.01.001,https://doi.org/10.1016/j.accinf.2011.01.001,https://openalex.org/W2007148872
2011,2011-01-01,IJDAR,Cluster Analysis for Anomaly Detection in Accounting Data: An Audit Approach,,https://doi.org/10.4192/1577-8517-v11_4,https://doi.org/10.4192/1577-8517-v11_4,https://openalex.org/W2135564639
2010,2010-08-03,IJAIS,Assurance on XBRL instance document: A conceptual framework of assertions,Rajendra P. Srivastava; Alexander Kogan,https://doi.org/10.1016/j.accinf.2010.07.019,https://doi.org/10.1016/j.accinf.2010.07.019,https://openalex.org/W3125729824
2010,2010-01-01,JETA,The Remote Audit,Ryan A. Teeter; Michael Alles; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta.2010.7.1.73,https://doi.org/10.2308/jeta.2010.7.1.73,https://openalex.org/W2045933056
2008,2008-12-06,IJAIS,An evidential reasoning approach to Sarbanes-Oxley mandated internal control risk assessment,Theodore J. Mock; Lili Sun; Rajendra P. Srivastava; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2008.10.003,https://doi.org/10.1016/j.accinf.2008.10.003,https://openalex.org/W2113789692
2008,2008-11-07,IJAIS,The “now” economy and the traditional accounting reporting model: Opportunities and challenges for AIS research,Miklos A. Vasarhelyi; Michael Alles,https://doi.org/10.1016/j.accinf.2008.09.002,https://doi.org/10.1016/j.accinf.2008.09.002,https://openalex.org/W2052834147
2008,2008-10-26,IJAIS,Exploiting comparative advantage: A paradigm for value added research in accounting information systems,Michael Alles; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2008.06.001,https://doi.org/10.1016/j.accinf.2008.06.001,https://openalex.org/W2026520730
2008,2008-09-01,JIS,Putting Continuous Auditing Theory into Practice: Lessons from Two Pilot Implementations,Michael Alles; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.2308/jis.2008.22.2.195,https://doi.org/10.2308/jis.2008.22.2.195,https://openalex.org/W2038085124
2008,2008-01-01,JETA,Evolving Accounting Systems Research with Business Measurement Practice—A Letter from the Editor,Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta.2008.5.1.i,https://doi.org/10.2308/jeta.2008.5.1.i,https://openalex.org/W2111162414
2008,2008-01-01,IJDAR,Reengineering Business Reporting Creating a Test Bed for Technology Driven Reporting,,https://doi.org/10.4192/1577-8517-v8_5,http://doi.org/10.4192/1577-8517-v8_5,https://openalex.org/W3146301015
2007,2007-01-01,JETA,Extraction of Structure and Content from the Edgar Database: A Template-Based Approach,Cong Yu; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.2308/jeta.2007.4.1.69,https://doi.org/10.2308/jeta.2007.4.1.69,https://openalex.org/W2021249887
2006,2006-06-01,IJAIS,Continuous monitoring of business process controls: A pilot implementation of a continuous auditing system at Siemens,Michael Alles; Gerard P. Brennan; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2005.10.004,https://doi.org/10.1016/j.accinf.2005.10.004,https://openalex.org/W2049891544
2006,2006-01-01,IJDAR,Measuring Information Latency,,https://doi.org/10.4192/1577-8517-v6_1,http://doi.org/10.4192/1577-8517-v6_1,https://openalex.org/W3143739561
2005,2005-03-01,JIS,Financial Reporting and Auditing Agent with Net Knowledge (FRAANK) and eXtensible Business Reporting Language (XBRL),Matthew Bovee; Alexander Kogan; Kay M. Nelson; Rajendra P. Srivastava; Miklos A. Vasarhelyi,https://doi.org/10.2308/jis.2005.19.1.19,https://doi.org/10.2308/jis.2005.19.1.19,https://openalex.org/W1987718081
2005,2005-01-01,JETA,Analytical Procedures: A Data Envelopment Analysis Approach,Ehsan H. Feroz; Sungsoo Kim; Raymond L. Raab,https://doi.org/10.2308/jeta.2005.2.1.17,https://doi.org/10.2308/jeta.2005.2.1.17,https://openalex.org/W2104408459
2004,2004-06-25,IJAIS,Restoring auditor credibility: tertiary monitoring and logging of continuous assurance systems,Michael Alles; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2004.01.010,https://doi.org/10.1016/j.accinf.2004.01.010,https://openalex.org/W2130673401
2004,2004-06-11,IJAIS,Reply to the discussions of “Restoring Auditor Credibility: Tertiary Monitoring and Logging of Continuous Assurance Systems”,Michael Alles; Alexander Kogan; Miklos A. Vasarhelyi,https://doi.org/10.1016/j.accinf.2004.02.008,https://doi.org/10.1016/j.accinf.2004.02.008,https://openalex.org/W2057550452
2004,2004-01-01,JETA,Principles of Analytic Monitoring for Continuous Assurance,Miklos A. Vasarhelyi; Michael Alles; Alexander Kogan,https://doi.org/10.2308/jeta.2004.1.1.1,https://doi.org/10.2308/jeta.2004.1.1.1,https://openalex.org/W2133815380
2003,2003-03-01,IJAIS,Underlying principles of the electronization of business: a research agenda,Miklos A. Vasarhelyi; Marilyn Greenstein,https://doi.org/10.1016/s1467-0895(03)00002-2,https://doi.org/10.1016/s1467-0895(03)00002-2,https://openalex.org/W1993197517
2003,2003-01-01,IJDAR,Lessons for China and other Developing Economies from the Crisis in US Auditing,,https://doi.org/10.4192/1577-8517-v3_2,http://doi.org/10.4192/1577-8517-v3_2,https://openalex.org/W3151298188
2002,2002-09-01,JIS,Does the Year 2000 XBRL Taxonomy Accommodate Current Business Financial-Reporting Practice?,Matthew Bovee; Michael Ettredge; Rajendra P. Srivastava; Miklos A. Vasarhelyi,https://doi.org/10.2308/jis.2002.16.2.165,https://doi.org/10.2308/jis.2002.16.2.165,https://openalex.org/W2134725524
1999,1999-09-01,JIS,Continuous Online Auditing: A Program of Research,Alexander Kogan; Ephraim F. Sudit; Miklos A. Vasarhelyi,https://doi.org/10.2308/jis.1999.13.2.87,https://doi.org/10.2308/jis.1999.13.2.87,https://openalex.org/W2104185103
1997,1997-06-01,ISAFM,Business Process Modeling from the Control Perspective: The AI Planning Approach,Joseph Natovich; Miklos A. Vasarhelyi,https://doi.org/10.1002/(sici)1099-1174(199706)6:2<121::aid-isaf121>3.0.co;2-b,https://doi.org/10.1002/(sici)1099-1174(199706)6:2<121::aid-isaf121>3.0.co;2-b,https://openalex.org/W2039696208
1996,1996-09-01,ISAFM,An Expert System Approach to Audit Planning and Evaluation in the Belief-Function Framework,Rajendra P. Srivastava; Saurav K. Dutta; Robert W. Johns,https://doi.org/10.1002/(sici)1099-1174(199609)5:3<165::aid-isaf107>3.0.co;2-e,https://doi.org/10.1002/(sici)1099-1174(199609)5:3<165::aid-isaf107>3.0.co;2-e,https://openalex.org/W2164396174
1996,1996-09-01,ISAFM,An Expert System Approach to Audit Planning and Evaluation in the Belief‐Function Framework,Rajendra P. Srivastava; Saurav K. Dutta; Robert W. Johns,https://doi.org/10.1002/(sici)1099-1174(199609)5:3<165::aid-isaf107>3.3.co;2-5,https://doi.org/10.1002/(sici)1099-1174(199609)5:3<165::aid-isaf107>3.3.co;2-5,https://openalex.org/W4254595146
